FittedIndex_ii,STA_Model_Index_k,Original_Cell_Index_iCell,DSI,OSI,F1F0,DataOriDeg,SmoothDataOriDeg,EnvOriDeg,FFTOriDeg,EnvMinusData,FFTMinusData
11,11,121,0.293720919857555,0.5823543444274,1.25557100760143,90,NaN,152.240017270832,62.2400172708324,62.2400172708324,-27.7599827291676
12,12,123,0.264580741286884,1,0.991726458456369,90,NaN,9.48057074627209,99.4805707462721,-80.5194292537279,9.48057074627211
15,15,127,0.266742338251986,0.991564205767216,0.879069601011708,0,NaN,177.924830454729,177.924830454729,-2.07516954527091,-2.07516954527091
26,26,231,0.00468035076420761,1,1.10297185034748,90,NaN,171.832480100055,81.8324801000552,81.8324801000552,-8.16751989994478
28,28,244,0.216474555818484,0.815141869143416,0.259443591261932,90,NaN,94.6751869606785,94.6751869606785,4.67518696067849,4.67518696067849
37,37,353,0.148656104234818,0.874691751497092,0.893657643263912,30,NaN,144.625936438573,54.6259364385729,-65.3740635614271,24.6259364385729
54,54,614,0.160886155248021,0.504362270760649,1.07359817020936,30,NaN,139.03297565539,49.0329756553897,-70.9670243446103,19.0329756553897
59,59,629,0.25516967126193,0.610838187189228,0.974713972601663,90,NaN,9.62146119455466,99.6214611945546,-80.3785388054453,9.62146119455463
68,68,659,0.151699029126213,1,0.95671981249897,90,NaN,9.4736437293723,9.4736437293723,-80.5263562706277,-80.5263562706277
71,71,744,0.167472344431771,0.702664539882098,0.398193509875583,90,NaN,178.669444847492,88.6694448474922,88.6694448474922,-1.33055515250776
76,76,775,0.225196825160181,0.837304242158571,0.285985894346829,150,NaN,52.4175141358922,52.4175141358922,82.4175141358922,82.4175141358922
79,79,779,0.260021900042419,0.727505187148544,1.07359642084687,60,NaN,163.749568318271,163.749568318271,-76.2504316817294,-76.2504316817294
80,80,783,0.105178535539626,0.865829098619249,0.880446176398457,60,NaN,174.927590531836,84.9275905318359,-65.0724094681641,24.9275905318359
84,84,798,0.23223880135809,0.941312385597019,0.416010910676489,0,NaN,138.870045679489,138.870045679489,-41.129954320511,-41.129954320511
85,85,800,0.282148931845655,0.929859925502406,0.527409529837808,60,NaN,40.1956709906053,40.1956709906053,-19.8043290093947,-19.8043290093947
88,88,870,0.17841139177482,0.842723658227372,1.21836253204037,90,NaN,6.76335487876668,96.7633548787666,-83.2366451212333,6.76335487876665
91,91,912,0.0562529218750683,0.898498857725283,1.20669542792277,120,NaN,5.39680831132543,95.3968083113254,65.3968083113254,-24.6031916886746
92,92,913,0.0654888451509935,0.799116122799078,1.01765667247033,60,NaN,166.465206468101,166.465206468101,-73.534793531899,-73.534793531899
93,93,914,0.0710840656823858,0.868965762645991,0.235432004993664,120,NaN,5.82007099119312,5.82007099119312,65.8200709911931,65.8200709911931
94,94,915,0.0561438664985229,0.848876389561151,0.507734461034703,0,NaN,138.391540658006,48.3915406580058,-41.6084593419941,48.3915406580059
103,103,1240,0.244681600726606,1,0.16951990166067,90,NaN,178.739887946144,178.739887946144,88.7398879461441,88.7398879461441
116,116,1422,0.0622451169778923,0.572418822663098,1.07898386290685,60,NaN,161.183575819664,161.183575819664,-78.8164241803363,-78.8164241803363
117,117,1430,0.0452403357118638,0.725200991499564,0.194210280322793,90,NaN,167.881222671625,77.8812226716254,77.8812226716254,-12.1187773283746
