FittedIndex_ii,STA_Model_Index_k,Original_Cell_Index_iCell,DSI,OSI,F1F0,DataOriDeg,SmoothDataOriDeg,EnvOriDeg,FFTOriDeg,EnvMinusData,FFTMinusData
8,8,107,1,1,1.26529316179806,111,111,128.093829409088,90.2744901283911,17.0938294090876,-20.7255098716089
11,11,121,0.293720919857555,0.5823543444274,1.25557100760143,92,92,149.236094501815,113.809615013838,57.2360945018147,21.8096150138377
21,21,135,0.543664455000496,0.99535155346016,1.39139804879178,88,88,54.5549843104265,89.7139338022425,-33.4450156895735,1.71393380224247
22,22,137,0.742392189525768,0.828795208559004,1.42376712919987,83,83,11.6761239106158,43.0654538350662,-71.3238760893842,-39.9345461649338
24,24,140,1,1,1.53375722104621,75,75,110.5623622734,104.43922239674,35.5623622734,29.4392223967401
30,30,250,0.766317232182546,1,1.24085784565666,72,72,86.9784446980586,95.3091693798344,14.9784446980586,23.3091693798344
31,31,252,0.918713800679049,0.66579460734647,1.72777578066952,77,77,62.5333718403384,126.395425270851,-14.4666281596616,49.3954252708508
40,40,363,0.686121976031291,0.888534608994074,1.35972002720363,117,117,115.345946931212,65.3239774873668,-1.65405306878779,-51.6760225126332
49,49,469,0.6577033373509,0.748038442377947,1.38124411258787,36,36,15.8624932674175,170.182094880533,-20.1375067325825,-45.8179051194665
64,64,648,0.821125330919167,0.682832150748472,1.30369111734,16,16,157.127119504114,143.487123074972,-38.8728804958862,-52.5128769250284
65,65,649,0.916894373768142,0.338307457314248,1.58838877050065,148,148,162.894541225935,101.819353862717,14.8945412259346,-46.1806461372826
67,67,657,0.335892514395394,0.494887941139659,1.23479165951286,77,77,97.5613673426426,107.033104975762,20.5613673426426,30.0331049757624
86,86,801,0.760143085757319,1,1.30517653383849,39,39,9.22465489241196,174.005895174783,-29.775345107588,-44.9941048252168
87,87,808,0.869706377543855,0.0862854145280738,1.35515837166337,122,122,107.430721280213,0.11343554198087,-14.5692787197869,58.1134355419809
90,90,911,0.145241364740678,0.271516697519072,1.34519004521361,141,141,31.0990448515537,136.037760495559,70.0990448515537,-4.96223950444121
95,95,919,0.771188589176,0.885338676458744,1.30058917011358,13,13,99.4308746331556,169.466672865775,86.4308746331556,-23.5333271342249
97,97,1078,0.866583289248541,0.685687026157766,1.2854060846743,68,68,177.717649268663,152.523187801486,-70.2823507313367,84.5231878014865
99,99,1083,0.751529900153885,0.916583332208425,1.6382338262546,83,83,81.4848251571204,175.992618725532,-1.51517484287959,-87.0073812744684
115,115,1353,0.44321100157402,1,1.29419174486341,85,85,148.988016005934,87.5819255844984,63.988016005934,2.58192558449838
127,127,1532,0.982209043736101,0.971224638902939,1.42453345945129,66,66,58.9439096146835,79.8055582351752,-7.05609038531645,13.8055582351752
136,136,1580,0.311167013015422,0.785923025923471,1.33957971424864,133,133,167.874955318532,36.0986231801565,34.874955318532,83.0986231801565
137,137,1581,0.208415257569799,0.248365132576722,1.23163084778487,134,134,76.6608126560771,168.431869730098,-57.3391873439229,34.4318697300985
144,144,1593,0.334068053450889,0.351069135266311,1.44724993267378,74,74,169.717643358582,87.5911006747849,-84.2823566414184,13.5911006747849
152,152,1608,0.188155459592844,0.997058305885903,1.49816609003388,122,122,58.4778561930369,98.2206440932637,-63.5221438069631,-23.7793559067363
153,153,1610,0.61946380063777,1,1.57334087403508,105,105,140.859454568173,74.4997309788952,35.8594545681733,-30.5002690211048
154,154,1611,1,1,1.43950861735482,2,2,5.59953270301776,2.39999821611198,3.59953270301776,0.399998216111982
155,155,1612,1,0.899457861015278,1.64799872596301,109,109,93.9862684487006,18.2731267162126,-15.0137315512994,89.2731267162126
156,156,1613,1,1,1.46918665675199,118,118,45.5831144406741,32.4044362813848,-72.4168855593259,-85.5955637186152
158,158,1616,0.92485549132948,0.983440662373505,1.60120117870586,123,123,142.004958299177,49.4690427481565,19.0049582991772,-73.5309572518435
160,160,1619,0.680786344098039,0.826678901865554,1.4404843554945,92,92,163.482431084355,95.6909811159897,71.4824310843548,3.69098111598967
164,164,1623,0.187618031037031,1,1.23781875543912,112,112,164.231244043209,57.1030926152578,52.231244043209,-54.8969073847422
170,170,1646,0.989419066029098,0.32987073838504,1.37102032078519,130,130,154.443760307511,89.5854471431719,24.4437603075106,-40.4145528568281
171,171,1672,0.059758048578886,0.807939461543825,1.50051289547594,91,91,90.173766044768,88.9546089866235,-0.826233955231984,-2.04539101337654
191,191,1834,0.345783111886181,0.58709880700719,1.4372229991561,43,43,172.81278646396,145.306363004868,-50.1872135360403,-77.6936369951324
194,194,1840,1,1,1.54814313135624,90,90,115.807993354423,75.635640689312,25.8079933544229,-14.364359310688
196,196,1842,0.659697554044453,0.675480414092354,1.57724446485033,95,95,116.535666208317,43.2050222192163,21.5356662083169,-51.7949777807837
197,197,1845,0.858153099674805,1,1.25299316796768,79,79,174.152998120499,90.1916541908492,-84.8470018795007,11.1916541908492
198,198,1847,0.734353280253017,1,1.38837091466217,91,91,9.78338957668531,81.5714173921003,-81.2166104233147,-9.42858260789966
199,199,1850,0.279557257116864,1,1.35441374380695,157,157,154.652581223807,41.8693320174701,-2.34741877619274,64.8693320174701
204,204,1859,0.88251458527099,0.969731773540344,1.27812009561608,0,0,151.668610390732,1.17217554982376,-28.3313896092676,1.17217554982376
207,207,1862,0.378358188307556,0.963556848012181,1.3050152388469,97,97,28.3906922531523,68.6223687893517,-68.6093077468477,-28.3776312106483
209,209,1865,0.407412530582957,0.668678169290869,1.61317562108789,85,85,123.41913115795,91.7553135894208,38.4191311579497,6.75531358942082
