Rank,CellID,ParamAspectRatio,R2,SigmaEnvEff,CarrierScale_HalfLambda,SigmaC,SigmaS,Ac,As,Freq_cyclesPerPixel,OffsetMag,DSI,OSI,F1F0,DataOriDeg,FftDeg,EnvDeg,OffsetDeg
95,469,3.36290904073034,0.855767654211465,3.96962349282513,13.3494827323172,3.96962349282513,4.20714018112244,6.98399376708599,8.39546712025861,0.0374546347619576,1.42385971798372,0.6577033373509,0.748038442377947,1.38124411258787,30,63.5762608318372,63.5762608318372,3.23841219758705
96,137,3.37556956263331,0.775303558718124,2.52006147012825,8.50664279452988,2.52006147012825,3.06683328193421,6.74035572074989,5.88451514996185,0.0587775944138057,1.76101845226389,0.742392189525768,0.828795208559004,1.42376712919987,90,96.7387968356104,96.7387968356104,137.616191322464
97,1334,3.37784528348327,0.733107318797591,3.47717929034684,11.7453736657238,3.47717929034684,4.85352751056967,5.60913481351797,4.72032097320181,0.0425699525813417,1.45849051223224,1,1,0.118473237410928,90,94.362452910632,94.362452910632,46.3110696159161
98,776,3.41296656037828,0.866567254986652,2.47532510225784,8.44820180007098,2.47532510225784,2.80172810902105,6.49067013918919,8.58935623976254,0.0591841923089241,0.583356313587237,0.0728604346268005,0.126876328908141,0.37221364477873,120,78.7324049016571,78.7324049016571,NaN
99,1827,3.42614566086529,0.874986955712133,2.26998721100598,7.77730683320782,2.26998721100598,3.00338556923385,4.59336788296637,7.74873178217863,0.064289607022457,1.52648788281231,NaN,NaN,0.300087359068176,0,107.064962583184,107.064962583184,119.040763242264
100,462,3.43233105019619,0.67931399839257,3.02564131025937,10.3850026159595,3.02564131025937,5.22460833176308,3.55193829358013,1.7146346073744,0.0481463528214819,5.14999824665988,0.500546050236622,0.678116235803737,1.00040405081713,120,106.853564193041,106.853564193041,166.137646928478
101,1612,3.44374214192181,0.836365913536975,2.94249739262249,10.1332022734691,2.94249739262249,3.54979879282686,10.1324421395956,6.37876274688021,0.0493427434394661,1.03940550379516,1,0.899457861015278,1.64799872596301,120,93.1412645808997,93.1412645808997,114.698349828056
102,250,3.50146680290932,0.851570882359093,1.74774958493507,6.11968715144869,1.74774958493507,2.27215404722077,4.58136015837438,7.25180929533643,0.0817035230112437,0.535233093710468,0.766317232182546,1,1.24085784565666,60,83.9154461450509,83.9154461450509,NaN
103,654,3.52856713041522,0.785777438273344,3.47479642816827,12.2610524613188,3.47479642816827,4.69204793179898,6.95592980804028,4.49054266370288,0.0407795335333082,1.78330978373993,0.320208038192086,0.908408009633157,0.597435863906742,90,90.6368836646533,90.6368836646533,90.345976317519
104,1080,3.529705340601,0.789187212904493,2.35254797606134,8.3038011551238,2.35254797606134,3.04529278245911,7.31818100089943,7.38706905613033,0.0602133879002484,2.7260727609858,1,1,0.820942765243445,120,122.536583357934,122.536583357934,116.164848813942
105,1580,3.53866372760718,0.868016732483193,2.67225906383308,9.45622621995565,2.67225906383308,3.17944580759627,6.26801595645245,7.51709193223451,0.0528752155849276,1.27376123312906,0.311167013015422,0.785923025923471,1.33957971424864,150,135.945648975295,135.945648975295,121.392645047772
106,1532,3.56338902905834,0.811501304052595,3.78691423108237,13.4942486250238,3.78691423108237,4.8660003054776,4.77941900353142,1.97475238483199,0.037052822568631,1.32510362911183,0.982209043736101,0.971224638902939,1.42453345945129,60,103.614402834725,103.614402834725,75.798293876011
107,1602,3.56542165185366,0.827405894789824,2.95719072886454,10.5436318533545,2.95719072886454,4.48976634935089,4.3399673461291,5.79424640464792,0.0474219895908943,3.22450825710932,0.503115009427002,0.451017635546899,0.683884881248762,150,104.097982871072,104.097982871072,128.246006874211
108,461,3.73500795798153,0.876284831379385,4.23955738854637,15.8347805845401,4.23955738854637,5.37599194782913,9.19783118192429,7.38961958649944,0.0315760611478357,3.56305559406511,0.303668602524236,0.283304038735757,1.05228183170072,60,77.9429881762684,77.9429881762684,57.7207829555117
109,133,3.74953157912345,0.849400773073447,2.70403489575665,10.1388642326913,2.70403489575665,2.81422394951126,9.69135467781683,8.3646233154544,0.0493151884200029,2.10246597015655,1,1,0.851445632287265,30,66.6452087521246,66.6452087521247,172.277762077721
110,1590,3.74970366932214,0.90055304212248,2.97915365441441,11.1709433894322,2.97915365441441,3.32335968526474,13.8796070869496,10.803730306253,0.0447589771579189,1.64273131664069,0.580840590685346,0.297111960965317,0.735548758184538,150,98.1141887800616,98.1141887800616,113.66084905507
111,363,3.79289441192234,0.896410899341737,2.09588032328712,7.94945276625372,2.09588032328712,2.31563005886604,9.95492727146015,8.7894685428787,0.0628974112686793,1.89369341627437,0.686121976031291,0.888534608994074,1.35972002720363,120,97.7542851316645,97.7542851316645,119.563804313754
112,1601,3.79961865775897,0.89156875425525,2.59000622797499,9.84103598752568,2.59000622797499,2.69849999784861,10.3260171464921,8.84551917766155,0.0508076589328391,1.87518000537844,0.129706842657151,0.799226340631423,0.952975869977428,150,112.564021677533,112.564021677533,147.569598857703
113,125,3.81032118223388,0.795453615369794,2.68687675366491,10.2378634085412,2.68687675366491,3.74509646601842,8.52295493787274,3.75289436127443,0.0488383151881926,1.63948256715947,NaN,NaN,0.190797148809229,0,81.6709045246095,81.6709045246095,65.8672611892005
114,1564,3.82686439343468,0.638855349294106,2.8402013611234,10.8690654590678,2.8402013611234,4.50395210449416,4.32644873885219,2.29108389036553,0.0460021150744713,3.85966162633493,0.0907927655856529,0.473721115157409,0.121985977899612,90,84.876985832356,84.876985832356,141.88293994221
115,1813,3.85188299628813,0.67989643081914,3.03847082618144,11.7038341100858,3.03847082618144,4.3359023307584,5.16564836775474,3.5121952845911,0.0427210429759188,1.53142943553111,NaN,NaN,0.382153297624973,0,95.9881275839344,95.9881275839344,90.7071373633618
116,1862,3.87057194413049,0.898489759590216,2.6554332144983,10.2780452995493,2.6554332144983,3.28888028451936,12.739547348966,7.50198383309166,0.0486473823988617,1.60863935708711,0.378358188307556,0.963556848012181,1.3050152388469,90,84.2162624227303,84.2162624227303,116.03673535575
117,1422,3.87079263670395,0.916515109284571,3.96097641216642,15.3321183303718,3.96097641216642,4.58611905431659,11.1688416440342,6.41875696262503,0.0326112797479221,1.61121763558123,0.0622451169778923,0.572418822663098,1.07898386290685,60,77.3203678046776,77.3203678046776,2.09858851431337
118,1826,3.87564577843299,0.962351990426853,3.53080692253042,13.684156943767,3.53080692253042,3.89631310215792,14.6995176440948,10.1931434498984,0.0365386046107682,1.59742983981887,1,1,0.583140592291701,120,105.169442472231,105.169442472231,92.9228225573903
119,1606,3.88122279549532,0.798929144409721,3.12055762226082,12.1115793781753,3.12055762226082,3.80554814332245,6.9143188336819,4.09373084356674,0.0412828075008106,2.04026647192916,0.505975049244911,0.853160332663778,0.692836018519022,90,116.658311094673,116.658311094673,101.153432262258
120,1828,3.89589382464065,0.818008966999214,2.60644966812694,10.1544511662924,2.60644966812694,3.14032200809501,9.82164629730341,7.53693316671546,0.0492394903291025,2.0989182149103,0.543938078021872,0.0370215255570202,1.12450596169109,150,86.0121677134007,86.0121677134007,108.141560177843
121,1762,3.90918628250622,0.690502636042461,2.8382067751158,11.0950789921989,2.8382067751158,4.51240366649603,4.84989555680605,4.78785802586527,0.0450650239039809,0.714025966963473,0.0385346928566855,0.919943410360406,0.165384982035987,0,88.1751282619418,88.1751282619418,NaN
122,1443,3.92084442824095,0.815661012894024,4.46784282559802,17.5177166490023,4.46784282559802,4.99419765893715,4.25850900291239,4.74425425595719,0.0285425326838174,2.59775244818955,0.352163224289842,1,0.487247155207776,90,85.9357985527465,85.9357985527465,79.1532473338235
123,1863,3.92633265208987,0.79596128662086,2.84112062844635,11.155184691995,2.84112062844635,3.70909431400558,5.6810967352217,2.73700510661413,0.0448222072341664,2.21341584643459,0.113906697310592,1,1.21438301605075,90,92.8804944693691,92.8804944693691,107.369408123283
124,445,3.92647769269512,0.792376677872107,3.37446302778587,13.2497538034256,3.37446302778587,4.79909382859788,5.83119196308717,2.12247091354583,0.0377365502346714,1.90916242432657,0.491935483870968,0.506157097949596,0.0565625821894754,0,95.2255296076598,95.2255296076598,75.1380327856501
125,1430,3.94089767413747,0.762780243742209,4.34653732932503,17.1292588516887,4.34653732932503,5.38310764689225,4.15654016043137,4.66721813473905,0.0291898210149768,1.98730255364368,0.0452403357118638,0.725200991499564,0.194210280322793,90,77.9546025131143,77.9546025131143,103.769815698703
126,771,3.95991868420414,0.87388524629151,5.09413765131385,20.1723708653455,5.09413765131385,7.62608395177924,5.86788749598611,3.89857751720942,0.0247863775327946,0.741995616958363,0.32887280483954,0.209387845197213,0.194844198409186,150,78.0580859705447,78.0580859705447,NaN
127,132,3.97075160894287,0.959237035375801,2.99337743957115,11.8859582843504,2.99337743957115,3.32411922506083,17.3733327992136,9.88750011696517,0.0420664441215751,0.854741878557237,0.398849167072085,1,0.132215941280472,90,91.3021178685997,91.3021178685997,NaN
128,375,3.9718013035249,0.716674988625812,2.00856225449336,7.97761018060766,2.00856225449336,2.19853318424261,8.62002538265,4.02270529973729,0.0626754113926779,1.4043633139994,1,1,0.449063864970436,150,87.6039800008462,87.6039800008462,154.260502876722
129,1353,4.00959436357904,0.70871927393811,2.2720211812866,9.10988332241895,2.2720211812866,3.41209139508547,5.98951471903024,4.67031579609973,0.0548854449946166,1.0786413536953,0.44321100157402,1,1.29419174486341,90,67.3339596985223,67.3339596985223,138.155820575627
130,322,4.01552395793592,0.749359515982186,3.46869993871213,13.9286477067894,3.46869993871213,5.54102786341926,3.99948488334114,2.91639834494251,0.0358972393103372,1.84216799745518,1,1,0.0554353683325361,0,90.9323007345844,90.9323007345844,0.751349003789376
131,1834,4.02093130849005,0.921264380349758,2.62793893259751,10.5667619308812,2.62793893259751,3.86969229941241,11.1673267792176,7.47806264689332,0.0473181853883502,1.94757399374777,0.345783111886181,0.58709880700719,1.4372229991561,60,77.3698806081792,77.3698806081792,35.2221128866394
132,230,4.04493991516324,0.960347764707872,3.71537854396498,15.028482972425,3.71537854396498,4.09602982313464,11.8802861896011,7.79367265995461,0.0332701578008521,1.46062037494906,1,0.256209610518171,0.426151499205499,120,113.388167193673,113.388167193673,101.512324786562
133,1621,4.04719850100386,0.926857773620622,3.08536564380203,12.4870872086444,3.08536564380203,3.20235382558505,8.80020741239429,11.5970773999045,0.0400413636619649,1.44865872425434,0.309050731795139,0.726266758945951,1.19878165238774,90,145.007727530458,145.007727530458,58.3206178337419
134,1805,4.05157678068839,0.810721434327879,3.36335968020949,13.6269099854403,3.36335968020949,3.95243827855349,7.83499956374567,5.71283164552182,0.0366921041185585,1.5452123455312,0.262378071366835,0.374977842347365,0.996160600224733,120,93.6660625630354,93.6660625630354,101.623938307199
135,1622,4.05415810747866,0.951220136449999,3.54484792518929,14.3713739556851,3.54484792518929,4.02628164093536,10.5911125849286,3.98947035347348,0.0347913847027972,2.48598931293142,0.521327423875391,0.99864338180506,1.10900874900209,0,1.65120618372697,1.65120618372697,16.6501463521972
136,913,4.07292861952222,0.797167812971922,2.407858629927,9.80703632559323,2.407858629927,2.83645655549794,8.22987365127196,7.22845566799316,0.0509838021803957,2.00695576102748,0.0654888451509935,0.799116122799078,1.01765667247033,60,74.8869147160988,74.8869147160988,66.6469324367798
137,1611,4.09144501799973,0.918978420972317,3.3651982096559,13.7685234494782,3.3651982096559,4.0247175632488,9.60536036765724,4.25029432325566,0.036314714634048,2.42605043638052,1,1,1.43950861735482,0,176.923661496808,176.923661496808,176.685371391786
138,1605,4.09375826787845,0.807579326435835,2.4120234982821,9.87424113840946,2.4120234982821,2.56953181976573,6.92486693423996,6.92486693423996,0.0506368026657834,1.64370147030105,1,1,0.888250422926406,150,128.749235721429,128.749235721429,159.136168463631
139,615,4.10661604002467,0.914204730262712,2.97204441407306,12.2050452624981,2.97204441407306,3.70367271976202,5.82631646294613,7.72463199941361,0.0409666649525935,0.463075141525751,0.399077451570634,0.64708594337821,0.728872500772882,0,96.6697665227462,96.6697665227462,NaN
140,629,4.10672586857732,0.769320775659103,3.09354787997569,12.7043531043787,3.09354787997569,3.92902525604679,5.64081008275106,3.52939245277878,0.0393565887134914,2.42931359196155,0.25516967126193,0.610838187189228,0.974713972601663,90,99.955637872869,99.955637872869,75.4899577642673
141,646,4.25264451227329,0.660538618137836,3.83780902906641,16.3208375066122,3.83780902906641,5.13983185074073,5.03105541754901,3.43810454037403,0.0306356827459027,0.129189463510212,1,0.996172013162902,0.615719491055656,0,94.5335804046351,94.5335804046351,NaN
142,1571,4.33077019335339,0.827503957620714,3.78663483031363,16.3990452562361,3.78663483031363,4.21663565139823,5.15312210269636,4.80261774849884,0.0304895798619657,2.31989350230029,0.0372640576756354,0.125456100662305,0.165244449544492,150,76.2998217387228,76.2998217387228,110.836152049203
143,1620,4.33884256808378,0.630779062566877,1.84544356147174,8.0070890815097,1.84544356147174,2.7338270390507,5.74863548305293,3.66292972793896,0.0624446655844782,0.83290138040004,0.975992383983199,0.526751108331134,0.983274990045516,30,63.8052157457403,63.8052157457403,NaN
144,1450,4.36233441216174,0.843635074654416,2.78097499909439,12.1315429379109,2.78097499909439,3.27497367963083,5.05026924112925,6.80892510889033,0.0412148728780003,0.714752860687259,0.064111850219057,0.190771617694256,0.475565904015354,90,152.908524239007,152.908524239007,NaN
145,1808,4.37141774619556,0.912737783953144,2.70185145076021,11.8109213794374,2.70185145076021,3.16081391102268,13.7823029403393,7.67234953278624,0.0423336997967399,0.928273304817263,NaN,NaN,0.322314544049647,0,88.6366168759817,88.6366168759817,NaN
146,353,4.41416772999098,0.956396291353812,3.32058308050242,14.6576106787078,3.32058308050242,3.51822548741741,9.66236384258483,8.04220673212197,0.0341119716548563,2.36564749443761,0.148656104234818,0.874691751497092,0.893657643263912,30,55.130110118475,55.130110118475,21.7841811275562
147,617,4.4151842082005,0.898626754005586,1.85943243235241,8.2097367115382,1.85943243235241,4.82258009072456,-2.38022456976605,1.47381849506449,0.0609032929518051,1.45124599643938,NaN,NaN,0.837097722250443,0,84.8149678072781,84.8149678072781,162.363998243886
148,245,4.44729010254841,0.875040338457898,3.10812736627378,13.8227440734893,3.10812736627378,3.47820944141926,8.08938860821764,10.3963089739808,0.0361722677741646,1.89727261618821,0.451097363381941,0.426174396476906,1.14815813854577,120,114.022460071676,114.022460071676,153.857490887551
149,1341,4.48795997243415,0.87196201484535,3.39793781259626,15.2498088917525,3.39793781259626,3.85612459177362,7.74626931525606,9.5686557119203,0.032787296126079,1.32960855033263,NaN,NaN,0.354365569860988,0,0.119495104701855,0.119495104701855,90.6372108312274
150,1596,4.52116908907793,0.698931707376523,2.42964917011078,10.9848547252087,2.42964917011078,3.48205078430909,6.30275586329792,3.59527318692662,0.0455172155215281,0.977837238084632,1,1,0.287251394974415,0,74.394990851403,74.394990851403,NaN
151,648,4.53533726443994,0.735669657915673,3.3633579895646,15.2539628237241,3.3633579895646,4.1322649759734,5.65140942052931,2.03264872732303,0.032778367548029,2.16795039140605,0.821125330919167,0.682832150748472,1.30369111734,30,30.7399775169647,30.7399775169647,7.66740835456849
152,1588,4.55818471895726,0.869039898303797,2.57489236920212,11.7368350502567,2.57489236920212,3.3476265801091,6.29331639800058,6.84750756511401,0.0426009224683671,0.662101940073545,NaN,NaN,0.396347990160282,0,74.891258775173,74.891258775173,NaN
153,115,4.6481744875444,0.781182090251991,3.61701060744047,16.8124964266822,3.61701060744047,4.73281169773713,4.44540106829129,3.18416833810362,0.0297397832725469,1.60225876890072,0.0321403890236501,0.175907504311242,0.229546674852225,120,114.594735862619,114.594735862619,146.350439289922
154,1855,4.66363135354025,0.900321009002078,2.63124267358506,12.2711458313044,2.63124267358506,3.19495859256684,13.4454292685355,7.64827726502904,0.0407459911954165,2.20468002226186,0.363491813376499,0.755735253146208,1.13570924881694,60,66.7098855294321,66.7098855294321,56.9131207915415
155,1348,4.75002598683498,0.838322102946156,2.55937054824374,12.1570766140978,2.55937054824374,3.185850150861,10.6069368701564,9.18410334091371,0.0411283087103506,1.9471572730183,1,0.493771547927624,0.941645111883071,90,99.8201718997302,99.8201718997302,135.541266243914
156,1581,4.77648419147757,0.709484067689599,2.27159701961985,10.8502472536218,2.27159701961985,3.57172068962782,6.91107342833838,4.47306121379955,0.0460818991782056,0.693022893907918,0.208415257569799,0.248365132576722,1.23163084778487,120,86.8499591618078,86.8499591618078,NaN
157,1635,4.79553355681622,0.815064963495795,2.69658021008094,12.9315408860897,2.69658021008094,3.41668498761936,7.62939395779082,5.36125362822915,0.0386651524674716,1.66107510500935,0.794437980429931,0.365771058090273,1.14358815070917,150,77.6555589416506,77.6555589416506,99.8114134784981
158,1083,4.79572804458427,0.823269118378415,2.57278845402756,12.3383937417626,2.57278845402756,3.05927249221416,9.88966236507129,6.10472569893272,0.0405239134416352,1.18639651509079,0.751529900153885,0.916583332208425,1.6382338262546,90,92.1019283742367,92.1019283742367,93.2746734459358
159,1821,4.8936908022531,0.639426957001878,4.44599153972877,21.7573079048658,4.44599153972877,5.72883401781169,5.65324908699693,5.79293211540622,0.0229807843041179,1.36584447869533,0.368429738427263,0.774439871534111,0.896871866492604,150,146.219019548037,146.219019548037,106.074607092879
160,1646,4.93797138128747,0.866511499584139,2.58879157395737,12.7833787043196,2.58879157395737,3.00596103564165,8.28914618160212,6.46238784885058,0.0391132901218865,1.69868797814238,0.989419066029098,0.32987073838504,1.37102032078519,120,72.017554300863,72.017554300863,90.8941762541064
161,1818,4.94759262901838,0.80076859731903,3.90664044499128,19.3284654698639,3.90664044499128,4.7804166817286,5.00706744515015,5.00706744515014,0.0258685823134577,3.24737742059394,0.199816081334515,0.237596471278926,0.191169704087651,150,70.0512601490518,70.0512601490518,55.0233964440139
162,118,5.0200418781966,0.925391476449302,2.58255347456349,12.9645265949908,2.58255347456349,3.15495544948451,6.67279380369983,8.88836212122705,0.0385667765295177,0.766836703678818,NaN,NaN,0.543186253845517,0,93.3258252826456,93.3258252826456,NaN
163,252,5.07714324221975,0.797910008019648,2.67538358309053,13.5833056792338,2.67538358309053,3.20958696737048,6.63273710088433,6.13494095581948,0.0368098908916114,1.95873512171387,0.918713800679049,0.66579460734647,1.72777578066952,90,79.1324762234104,79.1324762234104,55.5411217359811
164,801,5.08789486253994,0.809059446337195,3.29418661215195,16.7604751402158,3.29418661215195,4.03388816584016,6.8251702781366,3.90778853306468,0.0298320898314081,0.694256553965622,0.760143085757319,1,1.30517653383849,30,58.1710277748861,58.1710277748861,NaN
165,1095,5.17000688571904,0.805405976996992,3.75854601815375,19.4317087941468,3.75854601815375,4.28695343122116,6.07179274890472,3.98067807732009,0.0257311390005294,1.16118360332645,0.471919970332582,1,0.269287948363809,30,46.9198363882773,46.9198363882773,65.0213964416484
166,130,5.17440736899751,0.781415736975121,2.48222178043241,12.8440266721556,2.48222178043241,2.88881872001111,7.75109401563858,6.4596357113371,0.0389286018133196,1.55804597279143,0.737805412032578,1,0.806411871017177,90,53.1966963778169,53.1966963778169,68.893307267468
167,126,5.19160260478096,0.85324327541234,2.46978054425313,12.8221191067819,2.46978054425313,3.47648175620858,5.81411548278239,6.73510327251874,0.0389951142893018,0.158931873957299,NaN,NaN,0.439449982919711,0,101.567658431988,101.567658431988,NaN
168,1235,5.30819278029658,0.927513161669907,2.71783950333544,14.42681602961,2.71783950333544,4.16195989044162,12.7972069460677,6.95659144878249,0.0346576818456536,0.619715751345252,0.322393940009342,0.3545024220376,0.510111621302275,60,111.892725330129,111.892725330129,NaN
169,1816,5.3230774779648,0.88889831310463,4.4397243723355,23.6329968147505,4.4397243723355,4.83345387220201,6.4921609549021,6.07291478883872,0.0211568597888494,2.62051976629265,0.31943897864616,0.766124778113251,0.379613582919191,90,61.8806213566138,61.8806213566138,47.132234820233
170,60,5.3595952305152,0.874815519940353,5.28642159538293,28.3330799691069,5.28642159538293,6.27524329755213,6.57192572975014,3.72402033543154,0.017647216629649,1.28777428254237,NaN,NaN,0.299216465157033,0,48.2657573283835,48.2657573283835,82.4155494726692
171,1086,5.44222695333657,0.682128922421981,2.26964465478183,12.35192131475,2.26964465478183,2.70481748505395,6.39288242797968,5.49733849514301,0.0404795324758853,1.62522573818565,0.769198649503108,1,1.09867242510574,60,53.486334940426,53.486334940426,80.1778721843274
172,911,5.45215266215372,0.673662562660594,2.29228688614826,12.4978980487333,2.29228688614826,3.94119202792518,4.03777281019042,2.12410587466779,0.0400067273753027,1.8396608741425,0.145241364740678,0.271516697519072,1.34519004521361,120,71.2635139632913,71.2635139632913,26.387742578985
173,1563,5.47235471792044,0.862028314270828,3.03818206556994,16.6260099604229,3.03818206556994,3.30059175995587,9.55479141618932,11.0525553505761,0.0300733610283054,2.17732072268088,0.584231342727465,0.42385304250598,1.00899872034985,90,97.096353036375,97.096353036375,128.66212125637
174,232,5.50039975233664,0.839887171668729,2.34830879589216,12.9166371193352,2.34830879589216,3.81320195306599,6.87511465326812,4.57032067282038,0.0387097659693126,2.16004222508678,0.648064647321981,0.120761049726936,0.764251117029859,60,101.493624320115,101.493624320115,112.547774329008
175,1330,5.62473823172817,0.730048612384506,3.50853682747613,19.7346012309313,3.50853682747613,5.30087366146582,5.97465912188244,3.22855844868235,0.0253362099466352,1.45362486504121,1,0.423341576174605,0.850243840613067,120,173.943720559709,173.943720559709,150.020467292535
176,1584,5.69859121167219,0.710290107265121,4.27579939488291,24.366032854553,4.27579939488291,5.90494528097759,3.93080463705956,2.93778006751615,0.0205203696056976,2.70816712198286,NaN,NaN,0.0421832056784941,0,119.781030266328,119.781030266328,72.662935767519
177,107,5.70106145524231,0.91943874754848,3.12015309119505,17.7881845226672,3.12015309119505,3.496489474628,13.432230243263,12.6619037443344,0.0281085458363026,2.12640500526029,1,1,1.26529316179806,120,102.703859260936,102.703859260936,92.0881909326773
178,1822,5.70361937168723,0.823052193109301,2.73976454923347,15.6265741568699,2.73976454923347,3.47265689063496,7.35441449614759,7.32153860876462,0.0319967764514901,1.2464356118606,0.38658499266316,0.599875368268239,0.350820706868752,90,146.237851756579,146.237851756579,61.7621933413291
179,1599,5.73493338712164,0.885467344924015,1.57783880534852,9.04880044428932,1.57783880534852,3.6321808950662,-3.73966067346658,3.55521980730182,0.0552559428267146,5.00562267165613,0.331387043151053,0.363442571420942,0.923712503482377,0,142.333061382343,142.333061382343,177.284057330966
180,468,5.79485468811351,0.88930133048662,2.47440077497999,14.3387929311645,2.47440077497999,6.18796836342296,-2.02069612623681,1.43729553496911,0.0348704387043124,3.88609934689192,1,1,0.595563859748967,0,97.7186571563693,97.7186571563693,8.63837854184121
181,800,5.83758383003336,0.888472284728864,1.75496103635897,10.2447321681877,1.75496103635897,3.56126488164564,-2.01176666293341,2.07316770142859,0.0488055706866225,3.59700437236906,0.282148931845655,0.929859925502406,0.527409529837808,60,51.0140971118629,51.0140971118629,172.889141068709
182,808,5.914919839257,0.846956365955763,2.65834685894468,15.7239085755984,2.65834685894468,3.00855982524038,6.06884531116226,6.06884531116226,0.0317987094364018,2.06654849644555,0.869706377543855,0.0862854145280738,1.35515837166337,150,74.2803710376573,74.2803710376573,85.4973497229055
183,1642,5.98878966611914,0.687509932541354,2.00937720136511,12.0337374188708,2.00937720136511,5.98267439468486,-2.60080565373093,0.990256532080503,0.0415498512719683,1.40947313434599,0.780711105537092,0.750145758596328,0.942593670278619,150,31.5037919785101,31.5037919785101,49.876381251033
184,1545,6.05015693117389,0.694421216711271,1.73268079437958,10.4829907176275,1.73268079437958,2.97399208268934,4.48560646124467,2.78781137313138,0.0476963123852846,1.83934175136048,0.578586340590516,0.721275935046215,0.03361617577342,90,145.63703482233,145.63703482233,40.8847807391766
185,1252,6.44741363010022,0.782459430966854,2.2017803272051,14.1957884921087,2.2017803272051,3.4016721321811,9.28251920470574,6.05757985714802,0.0352217138398438,0.387517183668576,0.397287848289014,0.529513257511239,0.783640891946217,60,103.732827132413,103.732827132413,NaN
186,1815,6.55402779631851,0.901057522932157,2.23878591555949,14.6730651205833,2.23878591555949,2.92344493030985,9.39724604549652,12.7714357402851,0.0340760431369315,1.23901117043707,0.253416932950243,0.352644516136159,0.424542470078708,30,5.74395241233384,5.74395241233384,79.9654086980506
187,1453,6.66183934160073,0.621897833790238,2.30893872359835,15.3817788262128,2.30893872359835,3.83071678659877,4.89709386277946,3.65000037890464,0.0325059933346542,2.27668008505014,0.0460994474230023,1,0.281221132419456,90,162.252799437475,162.252799437475,98.9707636134772
188,1575,6.80450606294833,0.457604859020821,2.96706712228387,20.1894262227552,2.96706712228387,5.20213535376359,4.24380753509665,2.92312637909833,0.02476543882344,0.734868649102885,0.465760057259542,0.101582223209768,0.32125467467454,90,49.5250030714816,49.5250030714816,NaN
189,345,6.84157784330497,0.584995476427475,2.33411128462103,15.9690040486713,2.33411128462103,3.50148061171808,4.84845665123257,3.32392235577365,0.0313106564740086,1.76647007827937,0.211968990168202,0.0611022769738127,0.215884943404473,90,87.1314149099582,87.1314149099582,86.3970321158571
190,1565,6.88052125887995,0.8272693280072,2.88193020630317,19.8291820510773,2.88193020630317,3.78765615473219,5.36458224887384,6.81420758636429,0.0252153618193665,2.6007041580379,0.474437040528232,1,0.302219506124594,0,164.483965011942,164.483965011942,123.562616771057
191,1608,6.97917815565408,0.573915353541937,1.60879601709958,11.2280740194447,1.60879601709958,2.60146089908357,7.02403944783107,5.77158252315079,0.0445312347544294,0.210129107548,0.188155459592844,0.997058305885903,1.49816609003388,120,42.2151511012429,42.2151511012429,NaN
192,139,6.98350759729539,0.714870196500061,2.66754803143131,18.6288419436509,2.66754803143131,4.33528608761819,5.26523417803895,3.4979262597805,0.0268401010386161,1.52386111872636,0.478404376918434,0.501179591861686,0.749802872790854,0,52.6078202002551,52.6078202002551,70.6917763219477
193,1645,7.12705036122942,0.652517215689568,1.94625662961975,13.8710690151766,1.94625662961975,3.388038343904,6.19370760195801,5.22705932061014,0.0360462484508542,1.6251181523539,0.269666169961969,0.99587463148644,0.780006712530172,90,154.592227504447,154.592227504447,23.8656952465537
194,1614,7.47308781381347,0.762855280717653,1.46107395108499,10.9187339389336,1.46107395108499,5.34130030782574,-2.586856853608,1.16223325565539,0.0457928549954974,2.14016529058734,0.0991189427312774,0.563188451214971,0.471611110182237,120,80.7558570517262,80.7558570517262,100.793742877684
195,797,7.61072791762232,0.881144612050949,2.54031529465075,19.3336485325614,2.54031529465075,5.36133315533286,5.62546707159672,2.09684459238675,0.0258616473325202,1.29345451712332,1,1,0.966724847196359,150,71.3630196901608,71.3630196901608,98.6687232548516
196,1852,7.68615586287754,0.698534181447934,1.76523763972342,13.5678916339323,1.76523763972342,2.94590659609431,6.1711039983241,4.76764130832011,0.0368517094247376,2.45384299194398,0.160368081379068,0.953182443061615,0.570621737068974,0,168.98134772409,168.98134772409,26.1267458608591
197,71,7.97831552682153,0.738949705181087,2.16055301465494,17.2375736633426,2.16055301465494,3.3735636745445,6.44353204912385,4.13513585994012,0.0290064025114683,1.54511976598607,0.570358034970858,0.269665677437632,0.554733984905175,90,15.1925182064054,15.1925182064054,37.4750785680398
198,121,8.14070395716729,0.887732124101381,1.87533258563308,15.266527400868,1.87533258563308,4.18911722053092,-5.50956941154142,2.39437811605094,0.0327513904682457,2.28432452436405,0.293720919857555,0.5823543444274,1.25557100760143,90,61.5684478035619,61.5684478035619,7.92632501084995
199,129,8.20645219885273,0.831684145391787,2.69534897913448,22.1192525564936,2.69534897913448,3.54946631761074,5.31195683506861,5.55473674804581,0.0226047421233144,2.06063434281754,NaN,NaN,0.532231262177957,0,85.7510720802992,85.7510720802992,64.8576262770798
200,94,8.55268620419197,0.921094665806984,2.58973620682141,22.1492011285779,2.58973620682141,3.51263358999462,10.9690455749325,5.17426554570831,0.022574177601145,1.85282750306339,0.0419701327761647,0.184495344764415,0.27462395353489,30,111.655658974017,111.655658974017,36.7611810914646
