Ac,As,sigmaC,deltaSigma,tau,theta,x0,y0,f,phi,dx,dy,cellID
14.5226573443371,10.5772721646677,10.7284778229667,10.57727216472,12.3744476928043,19.3902692021111,30.1564572569261,9.26304673787372,16.2277335087846,2.33947414961612,10.4364754595796,9.0054982264681,446
2.57374322032433e-06,8.24960111972891,4.88157379407994e-07,8.24960111981845,4.06782089455465,5.72262181794818,5.38546769490722e-06,7.0918254770902e-06,92.3779348652472,0.440902131289402,3.17349687079696,7.18316128303015,457
1.72324368463705e-06,58.179200449587,2.18047127020782e-07,58.1792004501019,0.547906357945301,8.22207366379833,1.76015756636616e-07,7.06984337739414e-08,7.16057307175411,16.0116652982283,24.4170130471361,3.76515715451074,462
1.25794808880642e-06,9.95916570835093,-1.31209060079129e-05,9.95916570828138,0.730924130809488,0.310970039777251,-7.47879944640317e-08,-1.26718014268334e-05,0.195462592887548,0.0016351867366069,8.00946810255222,3.80775259384044,468
8.83768315275073,8.83220581237674,8.83219153738535,8.83220581271058,9.40948414901312,12.1322122218007,9.19722545025567,8.83697636780447,13.7999887374693,11.6179754054208,8.83220581229113,8.83220581229113,469
3.20144370746789e-06,5.20804641879336,1.50829646017314e-06,5.20804641877573,10.528485718717,47.419104134823,5.13572763694015e-06,1.35639823746203e-05,9.50247250278901,2.67032951092707,0.0624091018985524,4.11842494086028,470
-5.38858480823023e-05,10.7778691390923,-5.31943535548862e-05,10.7778691390284,8.26275202463197,3.3484540619308,-4.0851813370324e-05,5.09426857497886e-05,10.4869188524737,3.15070542096663,10.7778754697777,3.29089627320341,479
8.4304427403481e-06,19.8589892774523,1.74010106235301e-06,19.858989276312,9.93518601447363,1.16632937083516,-4.2758263063547e-07,1.89952000795302e-07,24.3931451075055,20.1124000536051,19.4617284913367,0.814204573226867,600
62.6228997949774,56.9102765149888,33.7637327608637,56.9102765146395,63.1186473573233,6.71316295486912,53.4967748214801,9.99689560921045,6.71770384585786,99.5167672555074,37.5425175830012,10.367503171725,622
9.77761529696863e-06,3.55027189170656,1.70385053771648,3.55027189177213,14.0966788874541,6.18620910836993,1.79247066614862,1.55416942505314,3.6557619724291,1.70306603287511,2.21093074880146,3.55027178021747,646
4.85439042918756e-06,24.6274983203673,8.5747462108543e-07,24.6274983244798,0.727217879139499,4.15220410674848,1.76315495536983e-09,2.27905051985999e-06,2.64233711724096,0.688563913250359,0.291013995484036,-0.823675819479385,647
9.4113955775299e-06,37.0729826078125,0.0177788337366529,37.0729826073784,2.49005693173758,0.0328505283088028,6.09671771911735e-06,5.46225435016368e-06,6.1997562223077,15.3354123487036,30.3631266357452,5.22801266818978,648
6.18304678567938e-06,95.2068040508564,1.23712163002665e-06,95.2068040512939,6.04790579561828,0.0588141566287419,7.51797025344558e-06,1.00967038427768e-05,0.516710043325901,0.19316494511525,2.94421933271095,94.7255360170008,649
8.49536831104558e-06,14.6584135943653,2.39818579217399e-07,14.6584135772339,2.56610644775784,0.450968123056418,1.97708979854383e-07,0.00790279881010036,1.18518620852474,1.1851848649999,1.51538820991069,14.4780106589076,664
1.44153629832999e-06,39.4166816280312,16.5679051583244,39.4166816278567,13.0984987189968,34.418271457857,40.3911936037204,39.1313056121214,10.3412435204522,129.266888359497,39.4166849453883,30.3688420598409,778
4.4362156295108e-06,6.89888778127305,2.74040173747864,6.89888778128186,1.55958987962384,6.70023911731527,1.63258346930206e-06,3.85322188733994e-06,11.3990741072003,8.1003355260567,0.309907307222542,17.5254689366986,793
2.33917440652931e-05,16.2729808772861,5.2179502265659e-05,16.2729808771978,-3.73875645518325,0.612752820702042,1.8500100892993e-05,4.44720229708651e-06,-3.0518073966065,-3.05180893073884,4.21848037028428,0.599151108471801,797
7.25672033397018e-06,5.77512278524584,1.2379797453832e-07,5.77512278524584,5.66202381674738,0.839414715894844,1.68200905648064e-07,1.38161600062858e-05,5.79988036792144,0.313411415609334,4.00068279479455,5.77512220805467,801
3.37587205578708,7.07541974464717,7.09072950588826,7.07541974464986,7.03220542363861,1.80606070540266,7.1018877913137,7.72332053564822,2.01141452670329,8.94425796324462,6.99368502706161,6.1388095979888,808
4.86651053677178e-07,3.8126603969277,1.09849072713398,3.81266039697056,1.22299956918624,4.08868328213904,7.69580797310709e-07,1.87082527863798,4.08603632247001,1.12742117919953,2.69839943211997,3.29354120644241,918
