Rank,CellID,EnvelopeAspectRatio,R2,SigmaC,OffsetMag,LongAxis,ShortAxis,DSI,OSI,F1F0,DataOriDeg,FftDeg,EnvDeg,OffsetDeg
125,647,1.26563322213102,0.767511195125768,3.49495098179858,1.85675018097023,8.84665214456739,6.98990196359716,0.826446280991736,0.296779475274942,1.1899167294601,90,51.1494102517389,51.1494102517389,80.1633315455809
126,766,1.2748466445739,0.688816433826179,3.21421858045102,1.7668343835281,8.19527154443014,6.42843716090204,0.483312983312983,0.350140080584699,0.268760596340152,60,84.574934088806,84.574934088806,138.58281894779
127,1832,1.27502688637055,0.822203901752509,3.21828673982702,1.77023076300449,8.20680424265854,6.43657347965405,0.23207491338925,0.938130516923959,0.914650467005988,150,112.624470883704,112.624470883704,178.453146022671
128,1590,1.27570436224505,0.90055304212248,2.97915365441441,1.64273131664069,7.60103862546952,5.95830730882882,0.580840590685346,0.297111960965317,0.735548758184538,150,98.1141887800616,98.1141887800616,113.66084905507
129,1815,1.2767149734653,0.901057522932157,2.23878591555949,1.23901117043707,5.71658300155604,4.47757183111897,0.253416932950243,0.352644516136159,0.424542470078708,30,5.74395241233384,5.74395241233384,79.9654086980506
130,1597,1.28216109023628,0.871384060137911,2.71604153909465,1.53272248359592,6.96480556178521,5.4320830781893,0.346188593178419,1,1.18088140691576,90,76.8446718595558,76.8446718595558,105.664918521849
131,445,1.28288388531838,0.792376677872107,3.37446302778587,1.90916242432657,8.65808847989831,6.74892605557174,0.491935483870968,0.506157097949596,0.0565625821894754,0,95.2255296076598,95.2255296076598,75.1380327856501
132,1616,1.28403274773629,0.741309529525259,2.23358768465836,1.26882409476689,5.7359994640836,4.46717536931671,0.92485549132948,0.983440662373505,1.60120117870586,120,122.127951898821,122.127951898821,142.086371391066
133,139,1.28562955582635,0.714870196500061,2.66754803143131,1.52386111872636,6.85895718158898,5.33509606286262,0.478404376918434,0.501179591861686,0.749802872790854,0,52.6078202002551,52.6078202002551,70.6917763219477
134,68,1.2863973232732,0.854940651008051,2.89196874219992,1.65650421351165,7.44044169791148,5.78393748439983,0.936896241453177,0.891982444316664,1.08193026436048,150,126.661671760367,126.661671760367,117.595668000093
135,1859,1.28654834258058,0.782901022662051,4.72042480000904,2.70525980543767,12.1461094054557,9.44084960001808,0.88251458527099,0.969731773540344,1.27812009561608,0,168.153596998035,168.153596998035,161.451091879279
136,622,1.28928199207976,0.752947579712111,3.47644776885848,2.01134747187322,8.96424300959017,6.95289553771696,1,0.935847921744911,1.07939163752243,60,95.5411682592478,95.5411682592478,49.4984068058314
